office_name,website,root_domain,gemeente,plaats,provincie,aanbod_url,aanbod_url_quality,confidence,needs_review,source_adapter,score,status,review_reason,evidence
Bogaers Makelaardij,http://www.bogaersmakelaardij.nl,bogaersmakelaardij.nl,Geertruidenberg,Geertruidenberg,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.bogaersmakelaardij.nl/aanbod,http://www.bogaersmakelaardij.nl/woningaanbod,http://www.bogaersmakelaardij.nl/koopwoningen"
ERA Makelaardij Amerstreek,http://www.eramakelaardijamerstreek.nl,eramakelaardijamerstreek.nl,Geertruidenberg,Geertruidenberg,Noord-Brabant,http://www.eramakelaardijamerstreek.nl/raamsdonksveer/era-makelaardij-amerstreek/verkoopmakelaar-raamsdonksveer,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: contains excluded token 'verkoopmakelaar'; contains excluded token 'verkoopmakelaar',"website_exists=true | makelaar_signals=makelaar,makelaardij,koop,era | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'verkoopmakelaar'"
ERA makelaars Oosterhout,http://www.eraoosterhout.nl,eraoosterhout.nl,Geertruidenberg,Geertruidenberg,Noord-Brabant,http://www.eraoosterhout.nl/makelaar/oosterhout-nb/ijsvogelvlinder/era-makelaars-oosterhout/huizenaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,era | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Ideale Makelaar,https://www.idealemakelaar.nl,idealemakelaar.nl,Geertruidenberg,Geertruidenberg,Noord-Brabant,https://www.idealemakelaar.nl/aanbod/koopwoningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Klijsen Makelaars & Adviseurs,http://www.klijsen.nl,klijsen.nl,Geertruidenberg,Geertruidenberg,Noord-Brabant,https://www.klijsen.nl/agrarisch-grond-te-koop-grond-kopen-in-noord-brabant,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Marjoleine Rinsma Makelaardij,http://www.mrmakelaardij.nl,mrmakelaardij.nl,Geertruidenberg,Geertruidenberg,Noord-Brabant,http://www.mrmakelaardij.nl/aanbod/woningaanbod?inclkoop=true&inclhuur=false,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Noud Kops Woning-en Bedrijfsmakelaardij en Verzekeringen,http://www.noudkopsmakelaardij.nl,noudkopsmakelaardij.nl,Geertruidenberg,Geertruidenberg,Noord-Brabant,http://www.noudkopsmakelaardij.nl/aanbod/woningaanbod/oosterhout/koop/huis-10166294-Leeuwenstraat-28,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van der Plas & De Vegt Makelaardij B.V.,http://www.vdplas.nl,vdplas.nl,Geertruidenberg,Geertruidenberg,Noord-Brabant,http://www.vdplas.nl/aanbod/woningaanbod/oosterhout/koop/huis-10223868-Zwanendonk-2,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Verbrugge Makelaardij b.v.,http://www.verbrugge.com,verbrugge.com,Geertruidenberg,Geertruidenberg,Noord-Brabant,http://www.verbrugge.com/huizen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Frank Gruintjes Makelaars,http://www.frankgruintjes.nl,frankgruintjes.nl,Geldrop-Mierlo,Geldrop Mierlo,Noord-Brabant,http://www.frankgruintjes.nl/aanbod/woningaanbod/mierlo/koop/huis-7946295-Vaanakker-61,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
KIN Makelaars Regio Eindhoven B.V.,https://www.kinmakelaars.nl,kinmakelaars.nl,Geldrop-Mierlo,Geldrop Mierlo,Noord-Brabant,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Kranen Makelaardij,http://www.kranenmakelaardij.nl,kranenmakelaardij.nl,Geldrop-Mierlo,Geldrop Mierlo,Noord-Brabant,http://www.kranenmakelaardij.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Woonadvies Makelaardij o.g.,https://www.woonadviesmakelaardij.nl,woonadviesmakelaardij.nl,Geldrop-Mierlo,Geldrop Mierlo,Noord-Brabant,https://www.woonadviesmakelaardij.nl/aanbod/woningaanbod/mierlo/koop/huis-9229080-Patrijslaan-4H-47,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Helvoort Makelaardij o.z. B.V.,https://vanhelvoortmakelaardij.nl,vanhelvoortmakelaardij.nl,Gemert-Bakel,Gemert Bakel,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://vanhelvoortmakelaardij.nl/aanbod,https://vanhelvoortmakelaardij.nl/woningaanbod,https://vanhelvoortmakelaardij.nl/koopwoningen"
Van Nunen Makelaars,https://www.vannunenmakelaars.nl,vannunenmakelaars.nl,Gemert-Bakel,Gemert Bakel,Noord-Brabant,https://www.vannunenmakelaars.nl/verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
B & L Makelaarskantoor O.G. B.V.,http://www.vendomakelaars.nl,vendomakelaars.nl,Gemert-Bakel,Gemert Bakel,Noord-Brabant,http://www.vendomakelaars.nl/voor-kopers/binnenkort-te-koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Broeckx makelaars,http://www.woonplezier.nl,woonplezier.nl,Gemert-Bakel,Gemert Bakel,Noord-Brabant,http://www.woonplezier.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Jouw Aankoopmakelaar & Taxateur,https://www.jouwamet.nl,jouwamet.nl,Gilze en Rijen,Gilze En Rijen,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.jouwamet.nl/aanbod,https://www.jouwamet.nl/woningaanbod,https://www.jouwamet.nl/koopwoningen"
Makelaar Sander,http://www.makelaarsander.nl,makelaarsander.nl,Gilze en Rijen,Gilze En Rijen,Noord-Brabant,http://www.makelaarsander.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Appels Makelaardij B.V.,http://www.appels.nl,appels.nl,Goirle,Goirle,Noord-Brabant,https://www.appels.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Clavem Makelaars,http://www.clavem.eu,clavem.eu,Goirle,Goirle,Noord-Brabant,http://www.clavem.eu/aanbod/woningaanbod/hilvarenbeek/koop/huis-9980160-Dr.-P.-C.-de-Brouwerlaan-20,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Rentmeester Makelaardij,http://www.rentmeestermakelaardij.nl,rentmeestermakelaardij.nl,Goirle,Goirle,Noord-Brabant,http://www.rentmeestermakelaardij.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Heijblom Makelaardij b.v.,https://www.heijblommakelaardij.nl,heijblommakelaardij.nl,Halderberge,Halderberge,Noord-Brabant,http://www.heijblommakelaardij.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Sweere Makelaardij B.V.,https://www.sweere.nl,sweere.nl,Halderberge,Halderberge,Noord-Brabant,https://www.sweere.nl/aanbod/nieuwbouwaanbod/oud-gastel/koop/project-66666--,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van de Kasteele Makelaardij,http://www.vandekasteele.com,vandekasteele.com,Halderberge,Halderberge,Noord-Brabant,https://www.vandekasteele.com/property-type/woningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Meer Makelaars B.V.,http://www.vanmeermakelaars.nl,vanmeermakelaars.nl,Halderberge,Halderberge,Noord-Brabant,http://www.vanmeermakelaars.nl/aanbod/woningaanbod/oudenbosch/koop/huis-9883500-Nijverheidsweg-14,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Wijk-Regio Makelaardij,http://www.wijk-regio.nl,wijk-regio.nl,Halderberge,Halderberge,Noord-Brabant,http://www.wijk-regio.nl/aanbod/woningaanbod/oudenbosch/koop/huis-10339742-Jaagpad-1,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
KIN Makelaars Regio Eindhoven B.V.,https://www.kinmakelaars.nl,kinmakelaars.nl,Heeze-Leende,Heeze Leende,Noord-Brabant,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Kranen Makelaardij,http://www.kranenmakelaardij.nl,kranenmakelaardij.nl,Heeze-Leende,Heeze Leende,Noord-Brabant,http://www.kranenmakelaardij.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaardij OLAV Veldhuizen B.V.,http://www.makelaardijolav.nl,makelaardijolav.nl,Heeze-Leende,Heeze Leende,Noord-Brabant,http://www.makelaardijolav.nl/zoek-in-ons-aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Snijders & de Werdt Makelaars,http://www.swmakelaars.nl,swmakelaars.nl,Heeze-Leende,Heeze Leende,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.swmakelaars.nl/aanbod,http://www.swmakelaars.nl/woningaanbod,http://www.swmakelaars.nl/koopwoningen"
A3 Taxaties,https://www.a3taxaties.nl,a3taxaties.nl,Helmond,Helmond,Noord-Brabant,,missing,0.65,true,seed,0,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.a3taxaties.nl/aanbod,https://www.a3taxaties.nl/woningaanbod,https://www.a3taxaties.nl/koopwoningen"
ERA Focus Makelaars Helmond B.V.,http://www.erafocus.nl,erafocus.nl,Helmond,Helmond,Noord-Brabant,,missing,0.65,true,seed,50,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,era | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.erafocus.nl/aanbod,http://www.erafocus.nl/woningaanbod,http://www.erafocus.nl/koopwoningen"
Frank Gruintjes Makelaars,http://www.frankgruintjes.nl,frankgruintjes.nl,Helmond,Helmond,Noord-Brabant,http://www.frankgruintjes.nl/aanbod/woningaanbod/mierlo/koop/huis-7946295-Vaanakker-61,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Harry Moes Makelaardij o.z.,http://www.harrymoesmakelaardij.nl,harrymoesmakelaardij.nl,Helmond,Helmond,Noord-Brabant,http://www.harrymoesmakelaardij.nl/aanbod/woningaanbod/schijndel/koop/huis-10245112-Hyacinthof-28,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Adriaan van den Heuvel makelaars en adviseurs,http://www.heuvel.nl,heuvel.nl,Helmond,Helmond,Noord-Brabant,https://www.heuvel.nl/woningmakelaardij/aanbod?_facet_financial_type=koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaar de Vree,http://www.makelaardevree.nl,makelaardevree.nl,Helmond,Helmond,Noord-Brabant,http://www.makelaardevree.nl/aanbod/woningaanbod/helmond/koop/huis-9713046-Suytboulevard-47,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
M.G.M. Makelaardij Helmond,https://www.mgmmakelaardij.nl,mgmmakelaardij.nl,Helmond,Helmond,Noord-Brabant,https://www.mgmmakelaardij.nl/aanbod/koop,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Raaijmakers Makelaardij,http://www.raaijmakersmakelaardij.nl,raaijmakersmakelaardij.nl,Helmond,Helmond,Noord-Brabant,https://www.raaijmakersmakelaardij.nl/woningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Theo Keijzers Makelaardij,http://www.theo-keijzers.nl,theo-keijzers.nl,Helmond,Helmond,Noord-Brabant,http://www.theo-keijzers.nl/aanbod/woningaanbod/helmond/koop/huis-9588260-Hunzestraat-55,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van der Duim makelaardij,https://www.vanderduimmakelaardij.nl,vanderduimmakelaardij.nl,Helmond,Helmond,Noord-Brabant,https://www.vanderduimmakelaardij.nl/nl/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Santvoort Makelaars b.v.,http://www.vansantvoort.nl,vansantvoort.nl,Helmond,Helmond,Noord-Brabant,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Tuijl makelaardij,https://www.vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,Helmond,Helmond,Noord-Brabant,https://vantuijl-makelaardij.nl/woning-kopen,suspect,0.65,true,seed,40,suspect,suspect koopaanbod_url: missing listing signal; missing listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal"
van Wetten Makelaardij,http://www.vanwetten.nl,vanwetten.nl,Helmond,Helmond,Noord-Brabant,http://www.vanwetten.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
vb&t Makelaars Helmond,http://www.vbtmakelaars.nl,vbtmakelaars.nl,Helmond,Helmond,Noord-Brabant,https://www.vbtmakelaars.nl/aanbod-nieuwbouw-koopwoningen,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
B & L Makelaarskantoor O.G. B.V.,http://www.vendomakelaars.nl,vendomakelaars.nl,Helmond,Helmond,Noord-Brabant,http://www.vendomakelaars.nl/voor-kopers/binnenkort-te-koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Woonadvies Makelaardij o.g.,https://www.woonadviesmakelaardij.nl,woonadviesmakelaardij.nl,Helmond,Helmond,Noord-Brabant,https://www.woonadviesmakelaardij.nl/aanbod/woningaanbod/mierlo/koop/huis-9229080-Patrijslaan-4H-47,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Broeckx makelaars,http://www.woonplezier.nl,woonplezier.nl,Helmond,Helmond,Noord-Brabant,http://www.woonplezier.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaarshuys AERTS,https://www.aerts.nl,aerts.nl,Heusden,Heusden,Noord-Brabant,https://www.aerts.nl/aanbod/woningaanbod/drunen/koop/huis-8212399-Valeriusstraat-1,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
AMB Makelaars Drunen,http://www.amb-makelaars.nl,amb-makelaars.nl,Heusden,Heusden,Noord-Brabant,https://www.amb-makelaars.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Bunt Taxaties en Vastgoedadvies B.V.,http://www.buntvastgoed.nl,buntvastgoed.nl,Heusden,Heusden,Noord-Brabant,,missing,0.65,true,seed,0,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=vastgoed | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.buntvastgoed.nl/aanbod,http://www.buntvastgoed.nl/woningaanbod,http://www.buntvastgoed.nl/koopwoningen"
Carre de Wit makelaardij,https://www.carredewit.nl,carredewit.nl,Heusden,Heusden,Noord-Brabant,https://www.carredewit.nl/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
DUX Real Estate B.V.,https://www.duxrealestate.nl,duxrealestate.nl,Heusden,Heusden,Noord-Brabant,https://duxrealestate.nl/aanbod/s-hertogenbosch/graaf-van-solmsweg-99-e-30,valid,0.85,false,seed,90,valid,contains listing signal,website_exists=true | makelaar_signals=aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
Hofstede Land van Heusden,https://www.hofstedelandvanheusden.nl,hofstedelandvanheusden.nl,Heusden,Heusden,Noord-Brabant,,missing,0.65,true,seed,30,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.hofstedelandvanheusden.nl/aanbod,https://www.hofstedelandvanheusden.nl/woningaanbod,https://www.hofstedelandvanheusden.nl/koopwoningen"
Kievit Makelaardij,http://www.kievitmakelaardij.com,kievitmakelaardij.com,Heusden,Heusden,Noord-Brabant,https://www.kievitmakelaardij.com/stille-verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
KIN Makelaars Waalwijk B.V.,https://www.kinmakelaars.nl,kinmakelaars.nl,Heusden,Heusden,Noord-Brabant,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Mulders Taxaties B.V.,https://www.mulderstaxaties.nl,mulderstaxaties.nl,Heusden,Heusden,Noord-Brabant,,missing,0.65,true,seed,0,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.mulderstaxaties.nl/aanbod,https://www.mulderstaxaties.nl/woningaanbod,https://www.mulderstaxaties.nl/koopwoningen"
Remco Olden Lommers Makelaars,http://www.olden.nl,olden.nl,Heusden,Heusden,Noord-Brabant,http://www.olden.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Oomen Makelaardij & Taxaties,http://www.oomenmakelaardij.nl,oomenmakelaardij.nl,Heusden,Heusden,Noord-Brabant,https://www.oomenmakelaardij.nl/wonen,valid,0.85,false,seed,60,suspect,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,wonen | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Staete Makelaars Drunen,http://www.staete.nl,staete.nl,Heusden,Heusden,Noord-Brabant,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Taxanja Taxaties,https://www.taxanja.nl,taxanja.nl,Heusden,Heusden,Noord-Brabant,,missing,0.65,true,seed,0,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.taxanja.nl/aanbod,https://www.taxanja.nl/woningaanbod,https://www.taxanja.nl/koopwoningen"
Timmermans Makelaardij,http://www.timmermansmakelaardij.nl,timmermansmakelaardij.nl,Heusden,Heusden,Noord-Brabant,http://www.timmermansmakelaardij.nl/aanbod/woningaanbod/loon-op-zand/koop/huis-9926496-Sjerpstraat-1,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Tivoli woningmakelaars,https://www.tivoliwoningmakelaars,tivoliwoningmakelaars,Heusden,Heusden,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing root_domain; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.tivoliwoningmakelaars/aanbod,https://www.tivoliwoningmakelaars/woningaanbod,https://www.tivoliwoningmakelaars/koopwoningen"
ViaJoop Makelaardij,http://www.viajoop.nl,viajoop.nl,Heusden,Heusden,Noord-Brabant,http://www.viajoop.nl/woningen?type=koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van de Zande Makelaardij Waalwijk B.V.,http://www.zande.nl,zande.nl,Heusden,Heusden,Noord-Brabant,http://www.zande.nl/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Appels Makelaardij B.V.,http://www.appels.nl,appels.nl,Hilvarenbeek,Hilvarenbeek,Noord-Brabant,https://www.appels.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Clavem Makelaars,http://www.clavem.eu,clavem.eu,Hilvarenbeek,Hilvarenbeek,Noord-Brabant,http://www.clavem.eu/aanbod/woningaanbod/hilvarenbeek/koop/huis-9980160-Dr.-P.-C.-de-Brouwerlaan-20,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
M&S powered bij HRS,http://www.hrs.nl,hrs.nl,Hilvarenbeek,Hilvarenbeek,Noord-Brabant,https://hrs.nl/wonen/binnenkort-in-de-verkoop,valid,0.85,false,seed,70,valid,contains listing signal,"website_exists=true | makelaar_signals=wonen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Robert Rexwinkel Lommers Makelaars,https://www.robertrexwinkel.nl,robertrexwinkel.nl,Hilvarenbeek,Hilvarenbeek,Noord-Brabant,https://www.robertrexwinkel.nl/verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Harry Moes Makelaardij o.z.,http://www.harrymoesmakelaardij.nl,harrymoesmakelaardij.nl,Laarbeek,Laarbeek,Noord-Brabant,http://www.harrymoesmakelaardij.nl/aanbod/woningaanbod/schijndel/koop/huis-10245112-Hyacinthof-28,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Statig Wonen makelaars,http://www.statigwonen.nl,statigwonen.nl,Laarbeek,Laarbeek,Noord-Brabant,https://www.statigwonen.nl/stille-verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Trieling & Jacobs woning- en bedrijfsmakelaars,http://www.trielingjacobs.nl,trielingjacobs.nl,Laarbeek,Laarbeek,Noord-Brabant,http://www.trielingjacobs.nl/aanbod/woningaanbod/helmond/koop/huis-10205650-Malaxisbeek-8,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
