office_name,website,domain,root_domain,koopaanbod_url,koopaanbod_url_quality,plaats,provincie,source_type,discovery_source,confidence,needs_review,review_reason,notes
Van den Buijs Garantiemakelaars,http://www.vandenbuijsmakelaars.nl,vandenbuijsmakelaars.nl,vandenbuijsmakelaars.nl,http://www.vandenbuijsmakelaars.nl/woningaanbod/koop,valid,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=4.50)
Van Roon Makelaardij & Taxaties B.V.,http://www.vrmt.nl,vrmt.nl,vrmt.nl,http://www.vrmt.nl/aanbod/woningaanbod/son-en-breugel/koop/huis-10201980-Kanaaldijk-Noord-16,valid,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=9, koop=5, huur=0"
Van Santvoort Makelaars B.V.,http://www.vansantvoort.nl,vansantvoort.nl,vansantvoort.nl,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=240, sin senales huur"
Van Tuijl makelaardij,https://www.vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,https://vantuijl-makelaardij.nl/woning-kopen,suspect,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,"prijzen=3, koop=2, huur=0; suspect koopaanbod_url: missing listing signal"
Vollenbroek B.V.,http://www.vollenbroekbv.com,vollenbroekbv.com,vollenbroekbv.com,,missing,Nuenen Gerwen En Nederwetten,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
Gast Makelaardij o.g. en Assurantien,http://www.gastmakelaardij.nl,gastmakelaardij.nl,gastmakelaardij.nl,https://www.gastmakelaardij.nl/aanbod,valid,Oirschot,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=8, koop=2, huur=2"
Gijs Claassen Vastgoed advies,https://www.gijsclaassen.nl,gijsclaassen.nl,gijsclaassen.nl,https://www.gijsclaassen.nl,suspect,Oirschot,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,mejor candidato sin verificar (score=0.72); suspect koopaanbod_url: missing listing signal
HuisMarct Makelaars,https://www.huismarct.nl,huismarct.nl,huismarct.nl,https://www.huismarct.nl/aanbod/twee-onder-een-kapwoning-lubberstraat-0ong-oirschot-2,valid,Oirschot,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=2.62)
Lelieveld Makelaardij Oirschot,http://www.lelieveldmakelaardij.nl,lelieveldmakelaardij.nl,lelieveldmakelaardij.nl,https://www.lelieveldmakelaardij.nl/aanbod/twee-onder-een-kapwoning-van-de-pollstraat-3-vught,valid,Oirschot,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=2.62)
Quinten Vastgoed,https://www.funda.nl/makelaar/14351-jeroen-quinten-taxatie-en-aankoopbegeleiding,funda.nl,funda.nl,https://www.funda.nl/makelaarsmatch,suspect,Oirschot,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,mejor candidato sin verificar (score=1.58); suspect koopaanbod_url: missing listing signal
Van de Meerendonk Makelaars- & Hypotheekkantoor BV,http://www.vandemeerendonkmakelaars.nl,vandemeerendonkmakelaars.nl,vandemeerendonkmakelaars.nl,http://www.vandemeerendonkmakelaars.nl/aanbod/woningaanbod/koop,valid,Oirschot,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=206, koop=4, huur=1"
Appeldoorn van Erven Makelaars,http://www.appeldoornvanerven.nl,appeldoornvanerven.nl,appeldoornvanerven.nl,http://www.appeldoornvanerven.nl/aanbod/woningaanbod,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.42)
Brands Bedrijfsmakelaardij,https://www.brandsbedrijfsmakelaardij.nl,brandsbedrijfsmakelaardij.nl,brandsbedrijfsmakelaardij.nl,https://www.brandsbedrijfsmakelaardij.nl/aanbod/bedrijfsaanbod/boxtel/koop/bedrijf-875526-Stationsstraat-14,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=3, koop=4, huur=1"
Elzen Winkelman Makelaars,https://www.elzenwinkelman.nl,elzenwinkelman.nl,elzenwinkelman.nl,https://www.elzenwinkelman.nl/aanbod/woningaanbod/bestaande-bouw,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=4, huur=3"
Fijne Makelaar,http://www.fijnemakelaar.nl,fijnemakelaar.nl,fijnemakelaar.nl,http://www.fijnemakelaar.nl/woningen,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=70, koop=1, huur=1"
Finesse Makelaardij,http://www.finesse-makelaardij.nl,finesse-makelaardij.nl,finesse-makelaardij.nl,http://www.finesse-makelaardij.nl/aanbod/woningaanbod/goirle/koop/huis-10056470-De-Vloed-20,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Gerritse Makelaardij,https://www.gerritsemakelaardij.nl,gerritsemakelaardij.nl,gerritsemakelaardij.nl,https://www.gerritsemakelaardij.nl/verkoop,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58)
Gijs Claassen Vastgoed advies,https://www.gijsclaassen.nl,gijsclaassen.nl,gijsclaassen.nl,https://www.gijsclaassen.nl,suspect,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,mejor candidato sin verificar (score=0.72); suspect koopaanbod_url: missing listing signal
Kroon Makelaardij,http://www.kroonhuis.nl,kroonhuis.nl,kroonhuis.nl,https://kroonhuis.nl/te-koop-moergestel,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.94)
Lelieveld makelaardij,http://www.lelieveldmakelaardij.com,lelieveldmakelaardij.com,lelieveldmakelaardij.com,https://www.lelieveldmakelaardij.nl/aanbod/twee-onder-een-kapwoning-van-de-pollstraat-3-vught,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=2.62)
Marcel Panis Makelaardij,http://www.panis.nl,panis.nl,panis.nl,http://www.panis.nl/aanbod/woningaanbod/koop,valid,Oisterwijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=194, koop=4, huur=1"
Biemans B.V.,http://www.biemansmakelaardij.nl,biemansmakelaardij.nl,biemansmakelaardij.nl,,missing,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
"Biemans Made, Makelaardij o.z. en Hypotheken",http://www.biemansmade.nl,biemansmade.nl,biemansmade.nl,http://www.biemansmade.nl/nl/diensten/verkoop,suspect,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: contains excluded token 'diensten',"prijzen=3, koop=1, huur=0; suspect koopaanbod_url: contains excluded token 'diensten'"
Bogaers Makelaardij,http://www.bogaersmakelaardij.nl,bogaersmakelaardij.nl,bogaersmakelaardij.nl,,missing,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
De Zeeuw Makelaars,https://www.dezeeuwmakelaars.nl,dezeeuwmakelaars.nl,dezeeuwmakelaars.nl,https://www.dezeeuwmakelaars.nl/aanbod/vrijstaande-woning-bizethof-6-raamsdonksveer,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=2.62)
ERA makelaars Oosterhout,http://www.eraoosterhout.nl,eraoosterhout.nl,eraoosterhout.nl,http://www.eraoosterhout.nl/makelaar/oosterhout-nb/ijsvogelvlinder/era-makelaars-oosterhout/huizenaanbod,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=0.72)
Ideale Makelaar,https://www.idealemakelaar.nl,idealemakelaar.nl,idealemakelaar.nl,https://www.idealemakelaar.nl/aanbod/koopwoningen,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=15, koop=2, huur=0"
Klijsen Makelaars & Adviseurs,http://www.klijsen.nl,klijsen.nl,klijsen.nl,https://www.klijsen.nl/agrarisch-grond-te-koop-grond-kopen-in-noord-brabant,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.94)
Marjoleine Rinsma Makelaardij,http://www.mrmakelaardij.nl,mrmakelaardij.nl,mrmakelaardij.nl,http://www.mrmakelaardij.nl/aanbod/woningaanbod?inclkoop=true&inclhuur=false,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=126, koop=4, huur=0"
Noud Kops Woning-en Bedrijfsmakelaardij en Verzekeringen,http://www.noudkopsmakelaardij.nl,noudkopsmakelaardij.nl,noudkopsmakelaardij.nl,http://www.noudkopsmakelaardij.nl/aanbod/woningaanbod/oosterhout/koop/huis-10166294-Leeuwenstraat-28,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Trommelen Makelaars en Taxateurs,,,,,missing,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain
Van der Plas & De Vegt Makelaardij B.V.,http://www.vdplas.nl,vdplas.nl,vdplas.nl,http://www.vdplas.nl/aanbod/woningaanbod/oosterhout/koop/huis-10223868-Zwanendonk-2,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=8, koop=4, huur=0"
Verbrugge Makelaardij b.v.,http://www.verbrugge.com,verbrugge.com,verbrugge.com,http://www.verbrugge.com/huizen,valid,Oosterhout,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=9, koop=1, huur=0"
Bato Makelaars,http://www.batomakelaars.nl,batomakelaars.nl,batomakelaars.nl,http://www.batomakelaars.nl/aanbod/woningaanbod/koop,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=136, koop=4, huur=0"
Becks Makelaardij,http://www.becksmakelaardij.nl,becksmakelaardij.nl,becksmakelaardij.nl,http://www.becksmakelaardij.nl/aanbod/woningaanbod,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.42)
De Landerije Maas en Waal,https://www.landerije.nl/maasenwaal,landerije.nl,landerije.nl,https://www.landerije.nl/diensten/stille-verkoop,suspect,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: contains excluded token 'diensten',mejor candidato sin verificar (score=1.58); suspect koopaanbod_url: contains excluded token 'diensten'
Den Otter Van Vliet,https://www.denottervanvliet.nl,denottervanvliet.nl,denottervanvliet.nl,https://denottervanvliet.nl/aan-en-verkoop,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58)
Digimakelaars.nl,http://www.digimakelaars.nl,digimakelaars.nl,digimakelaars.nl,https://digimakelaars.nl/funda-verkoop-samen-actief,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=2, koop=1, huur=0"
Heuvel Makelaars,https://heuvelmakelaars.nl,heuvelmakelaars.nl,heuvelmakelaars.nl,https://heuvelmakelaars.nl/woningaanbod/koop/oss/verdistraat-148-oss,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0"
Jansen & Van Tuijl Makelaars o.g.,http://www.jansen-vantuijl.nl,jansen-vantuijl.nl,jansen-vantuijl.nl,http://www.jansen-vantuijl.nl/aanbod/woningaanbod/oss/koop/huis-8457399-Bernhardlaan-43,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=4, huur=1"
KOMwonen,https://www.kom-wonen.nl,kom-wonen.nl,kom-wonen.nl,https://www.kom-wonen.nl/aanbod/woningaanbod/koop,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=4, huur=2"
Makelaardij & Taxatieburo Th.  v. Casteren,http://www.vancasteren.nl,vancasteren.nl,vancasteren.nl,https://www.vancasteren.nl/woningen/te-koop-herpen-kapelakker-2,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=2, koop=3, huur=0"
Van der Krabben Makelaardij b.v.,http://www.krabben.nl,krabben.nl,krabben.nl,https://www.krabben.nl/wonen/aanbod,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=133, koop=3, huur=0"
Van Kaam Makelaardij o.z.,http://www.vankaammakelaardij.nl,vankaammakelaardij.nl,vankaammakelaardij.nl,http://www.vankaammakelaardij.nl/aanbod/woningaanbod,valid,Oss,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2"
Ben Straatman Makelaardij,http://www.benstraatman.nl,benstraatman.nl,benstraatman.nl,https://benstraatman.nl/vrijblijvend-verkoopadvies,suspect,Reusel De Mierden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: contains excluded token 'verkoopadvies',mejor candidato sin verificar (score=1.58); suspect koopaanbod_url: contains excluded token 'verkoopadvies'
Lavrijsen Makelaardij,,,,,missing,Reusel De Mierden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain
Marian Kemink Makelaardij,http://www.mariankemink.nl,mariankemink.nl,mariankemink.nl,http://www.mariankemink.nl/aanbod/woningaanbod,valid,Reusel De Mierden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=126, koop=4, huur=2"
Nathalie van Gisbergen Lommers Makelaars,http://www.lommersmakelaars.nl,lommersmakelaars.nl,lommersmakelaars.nl,,missing,Reusel De Mierden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
C&R Makelaars B.V.,https://www.crmakelaars.nl,crmakelaars.nl,crmakelaars.nl,https://www.crmakelaars.nl/aanbod,valid,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=65, koop=2, huur=0"
In de Roos Makelaardij B.V.,https://www.inderoosmakelaardij.nl,inderoosmakelaardij.nl,inderoosmakelaardij.nl,,missing,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
Johan uw makelaar,http://www.johanuwmakelaar.nl,johanuwmakelaar.nl,johanuwmakelaar.nl,http://www.johanuwmakelaar.nl/aanbod/woningaanbod/roosendaal/koop/huis-10054302-Boomgaardstraat-1d,valid,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=10, koop=4, huur=1"
Kees Buijsen Makelaars,https://www.buijsenmakelaars.nl,buijsenmakelaars.nl,buijsenmakelaars.nl,https://www.buijsenmakelaars.nl/aanbod,valid,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=65, koop=2, huur=0"
Lenaers Makelaardij,http://www.lenaers.nl,lenaers.nl,lenaers.nl,http://www.lenaers.nl/aanbod/bedrijfsaanbod/roosendaal/koop/bedrijf-874670-Bredaseweg-22,valid,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=4, huur=0"
Ludo van der Eijken Makelaardij o.g. B.V.,http://www.ludovandereijken.nl,ludovandereijken.nl,ludovandereijken.nl,http://www.ludovandereijken.nl/woningen,valid,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=82, koop=2, huur=1"
Noortje van der Maat Makelaardij,http://www.noortjevandermaat.nl,noortjevandermaat.nl,noortjevandermaat.nl,http://www.noortjevandermaat.nl/index.html,suspect,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,mejor candidato sin verificar (score=1.06); suspect koopaanbod_url: missing listing signal
SuijkerBuijk bedrijfs Onroerend Goed,http://www.cs-makelaars.nl,cs-makelaars.nl,cs-makelaars.nl,,missing,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
Vermunt Makelaardij B.V.,http://www.vermunt-makelaardij.nl,vermunt-makelaardij.nl,vermunt-makelaardij.nl,,missing,Roosendaal,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
Van Hassel Makelaars o.g.,http://www.vanhasselmakelaars.nl,vanhasselmakelaars.nl,vanhasselmakelaars.nl,https://www.vanhasselmakelaars.nl/wonen/verkoop,valid,Rucphen,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58)
Abelen Makelaars en Taxateurs b.v.,http://www.abelen.nl,abelen.nl,abelen.nl,,missing,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
AMB Makelaars,http://www.amb-makelaars.nl,amb-makelaars.nl,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=159, koop=1, huur=0"
Atenzijlstra Makelaars,http://www.atenzijlstra.nl,atenzijlstra.nl,atenzijlstra.nl,,missing,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
Carré De Wit makelaardij,https://www.carredewit.nl,carredewit.nl,carredewit.nl,https://www.carredewit.nl/woningaanbod,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=61, koop=3, huur=1"
De Huyzerij,http://www.dehuyzerij.nl,dehuyzerij.nl,dehuyzerij.nl,http://www.dehuyzerij.nl/aanbod/woningaanbod/'s-hertogenbosch/koop/huis-10187874-Uilenburg-32,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0"
de Koster Makelaars,http://www.dekostermakelaars.nl,dekostermakelaars.nl,dekostermakelaars.nl,http://www.dekostermakelaars.nl/aanbod/woningaanbod/'s-hertogenbosch/koop/huis-10236410-Lange-Putstraat-35,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=4, huur=1"
DUX Real Estate B.V.,https://www.duxrealestate.nl,duxrealestate.nl,duxrealestate.nl,https://duxrealestate.nl/aanbod/s-hertogenbosch/graaf-van-solmsweg-99-e-30,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=2, huur=1"
GeWOON Makelaars,http://www.gewoonmakelaars.nl,gewoonmakelaars.nl,gewoonmakelaars.nl,http://www.gewoonmakelaars.nl/aanbod/woningaanbod/koop,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=116, koop=4, huur=0"
Hendriks Makelaardij 's-Hertogenbosch,http://www.hendriks.nl,hendriks.nl,hendriks.nl,https://hendriks.nl/woningaanbod/koop/rijsbergsebaan-13-4836-mc-breda,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.50)
Het Waare Huis,http://www.hetwaarehuis.nl,hetwaarehuis.nl,hetwaarehuis.nl,https://www.hetwaarehuis.nl/nieuwbouw/nieuwbouw-de-beemden-groote-wielen-noord,suspect,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,"prijzen=4, koop=2, huur=1; suspect koopaanbod_url: missing listing signal"
HRS Wonen,https://www.hrs.nl,hrs.nl,hrs.nl,https://hrs.nl/wonen/binnenkort-in-de-verkoop,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=82, sin senales huur"
Kievit Makelaardij,http://www.kievitmakelaardij.com,kievitmakelaardij.com,kievitmakelaardij.com,https://www.kievitmakelaardij.com/stille-verkoop,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58)
NEXT Nieuwbouwmakelaars,https://www.nextnieuwbouwmakelaars.nl,nextnieuwbouwmakelaars.nl,nextnieuwbouwmakelaars.nl,,missing,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url
Otter Taxaties & Advies,https://www.ottertaxaties.nl,ottertaxaties.nl,ottertaxaties.nl,,missing,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
Overweel Makelaardij o.z.,http://www.overweelmakelaardij.nl,overweelmakelaardij.nl,overweelmakelaardij.nl,http://www.overweelmakelaardij.nl/aanbod/woningaanbod/den-dungen/koop/huis-10229750-Poeldonk-32A,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
RSP Taxaties & Vastgoedadvies B.V.,http://www.rsptaxaties.nl,rsptaxaties.nl,rsptaxaties.nl,,missing,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
Staete Makelaars 's-Hertogenbosch,http://www.staete.nl,staete.nl,staete.nl,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=4, huur=0"
Stoffels Makelaardij B.V.,http://www.stoffelsmakelaardij.nl,stoffelsmakelaardij.nl,stoffelsmakelaardij.nl,http://www.stoffelsmakelaardij.nl/aanbod/woningaanbod/velddriel/koop/huis-10265314-Sint-Antoniusstraat-19a,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Stoof Taxaties,http://www.stoof.biz,stoof.biz,stoof.biz,http://www.stoof.biz/aankoop_verwerving,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.06)
vb&t Makelaars Den Bosch,https://www.vbtmakelaars.nl,vbtmakelaars.nl,vbtmakelaars.nl,https://www.vbtmakelaars.nl/aanbod-nieuwbouw-koopwoningen,valid,S Hertogenbosch,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=14, koop=2, huur=1"
Romeynders Makelaardij B.V.,http://www.romeynders.nl,romeynders.nl,romeynders.nl,http://www.romeynders.nl/aanbod/woningaanbod,valid,Sint Michielsgestel,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2"
Staete Makelaars De Meierij,http://www.staete.nl,staete.nl,staete.nl,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,Sint Michielsgestel,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=4, huur=0"
Berkers Taxaties,https://www.berkerstaxaties.nl,berkerstaxaties.nl,berkerstaxaties.nl,,missing,Someren,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
Beter Wonen makelaardij Helma de Corte,http://www.beterwonenmakelaardij.nl,beterwonenmakelaardij.nl,beterwonenmakelaardij.nl,http://www.beterwonenmakelaardij.nl/aanbod/woningaanbod/asten/koop/huis-10304094-Peelkesakker-38,valid,Someren,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=5, huur=0"
Tulkens Makelaardij,http://www.tulkensmakelaardij.nl,tulkensmakelaardij.nl,tulkensmakelaardij.nl,http://www.tulkensmakelaardij.nl/aanbod/woningaanbod/koop,valid,Someren,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=202, koop=4, huur=1"
Van Houts Makelaardij,http://www.vanhoutsmakelaardij.nl,vanhoutsmakelaardij.nl,vanhoutsmakelaardij.nl,http://www.vanhoutsmakelaardij.nl/aanbod/woningaanbod/asten/koop/huis-10288622-Berkelaar-23,valid,Someren,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0"
Kruijswijk Makelaardij o.g.,http://www.kruijswijkmakelaardij.nl,kruijswijkmakelaardij.nl,kruijswijkmakelaardij.nl,http://www.kruijswijkmakelaardij.nl/nieuws/een-aankoopmakelaar-helpt-met-de-aankoop-van-uw-droomhuis,suspect,Son En Breugel,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: contains excluded token 'nieuws',mejor candidato sin verificar (score=1.06); suspect koopaanbod_url: contains excluded token 'nieuws'
Van Roon Makelaardij & Taxaties B.V.,http://www.vrmt.nl,vrmt.nl,vrmt.nl,http://www.vrmt.nl/aanbod/woningaanbod/son-en-breugel/koop/huis-10201980-Kanaaldijk-Noord-16,valid,Son En Breugel,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=9, koop=5, huur=0"
ViaLinda,https://www.vialinda.nl,vialinda.nl,vialinda.nl,,missing,Son En Breugel,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url
Content+ Pieter Hommel,https://www.contentplus.nl,contentplus.nl,contentplus.nl,https://contentplus.nl/woningaanbod?status%5B%5D=BESCHIKBAAR,valid,Steenbergen,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=32, koop=1, huur=1"
