office_name,website,root_domain,raw_place,normalized_place,gemeente,plaats,place_status,place_review_reason,provincie,aanbod_url,aanbod_url_quality,aanbod_detection_method,aanbod_detection_score,aanbod_validation_reason,confidence,needs_review,source_adapter,source_origin,score,status,review_reason,rejection_reason,notes,osm_type,osm_id,osm_website,osm_contact_website,osm_city,osm_postcode,osm_phone,osm_contact_phone,osm_email,osm_contact_email,osm_lat,osm_lon,evidence
Statig Wonen makelaars,http://www.statigwonen.nl,statigwonen.nl,Laarbeek,Laarbeek,Laarbeek,Laarbeek,current_gemeente,,Noord-Brabant,https://www.statigwonen.nl/stille-verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Trieling & Jacobs woning- en bedrijfsmakelaars,http://www.trielingjacobs.nl,trielingjacobs.nl,Laarbeek,Laarbeek,Laarbeek,Laarbeek,current_gemeente,,Noord-Brabant,http://www.trielingjacobs.nl/aanbod/woningaanbod/helmond/koop/huis-10205650-Malaxisbeek-8,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van den Hurk Makelaars,http://www.vandenhurkmakelaars.nl,vandenhurkmakelaars.nl,Laarbeek,Laarbeek,Laarbeek,Laarbeek,current_gemeente,,Noord-Brabant,http://www.vandenhurkmakelaars.nl/aanbod/woningaanbod/beek-en-donk/koop/huis-9330646-Hugo-Thijssensplein-1,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van Helvoort Makelaardij o.z. B.V.,https://vanhelvoortmakelaardij.nl,vanhelvoortmakelaardij.nl,Laarbeek,Laarbeek,Laarbeek,Laarbeek,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=https://vanhelvoortmakelaardij.nl/aanbod,https://vanhelvoortmakelaardij.nl/woningaanbod,https://vanhelvoortmakelaardij.nl/koopwoningen"
Beaufort & Kwakkernaat ERA Makelaars,,,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.40,true,seed,seed,20,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,"website_exists=false | makelaar_signals=makelaar,era | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0"
De Wissel Beheer B.V.,,,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.40,true,seed,seed,0,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,website_exists=false | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0
EEF Makelaars,http://www.eefmakelaars.nl,eefmakelaars.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,http://www.eefmakelaars.nl/woningen,valid,existing_seed_url,75,url contains listing signal 'woningen',0.85,false,seed,seed,90,valid,url contains listing signal 'woningen',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,woningen | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'woningen' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Elly Wintjes Makelaardij,http://www.wintjesmakelaardij.nl,wintjesmakelaardij.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,http://www.wintjesmakelaardij.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Hans Janssen Makelaars B.V.,http://www.hansjanssen.nl,hansjanssen.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,https://www.hansjanssen.nl/makelaars/verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Hansdemakelaar,,,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.40,true,seed,seed,20,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,website_exists=false | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0
Hermens Vastgoed Advisering,http://www.hermensvastgoed.nl,hermensvastgoed.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,20,missing,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=vastgoed | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.hermensvastgoed.nl/aanbod,http://www.hermensvastgoed.nl/woningaanbod,http://www.hermensvastgoed.nl/koopwoningen"
Jilisen Makelaardij B.V.,http://www.jilisenmakelaardij.nl,jilisenmakelaardij.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,http://www.jilisenmakelaardij.nl/aanbod/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Kolmeijer Land van Cuijk,https://kolmeijercuijk.nl,kolmeijercuijk.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,30,missing,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=https://kolmeijercuijk.nl/aanbod,https://kolmeijercuijk.nl/woningaanbod,https://kolmeijercuijk.nl/koopwoningen"
Leenaers Makelaardij,http://www.leenaersmakelaardij.nl,leenaersmakelaardij.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,https://www.leenaersmakelaardij.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaardij Martijn Willems,http://www.makelaarmartijnwillems.nl,makelaarmartijnwillems.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,https://makelaarmartijnwillems.nl/aanbod,suspect,browser_audit,84,unknown_residential_shape,0.65,true,seed,seed,90,valid,missing koopaanbod_url; unknown_residential_shape,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=suspect | aanbod_url_reason=unknown_residential_shape | aanbod_detection_method=browser_audit | aanbod_detection_score=84"
Makelaardij Twan Poels,http://www.twanpoels.nl,twanpoels.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,https://www.twanpoels.nl/diensten/verkoop,suspect,browser_audit,100,property_detail,0.65,true,seed,seed,20,missing,suspect koopaanbod_url: missing listing signal; property_detail,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=suspect | aanbod_url_reason=property_detail | aanbod_detection_method=browser_audit | aanbod_detection_score=100"
MVS makelaardij Boxmeer,http://www.mvsmakelaardij.nl,mvsmakelaardij.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,https://www.mvsmakelaardij.nl/wonen,valid,existing_seed_url,75,url contains listing signal 'wonen',0.85,false,seed,seed,90,valid,url contains listing signal 'wonen',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,wonen | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'wonen' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Smedema Makelaars & Taxateurs,http://www.smedema.nl,smedema.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,http://www.smedema.nl/aanbod/woningaanbod/bergen-l/koop/huis-10073414-Aijen-8,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
VIND Makelaardij B.V.,https://www.vindmakelaardij.nl,vindmakelaardij.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,https://www.vindmakelaardij.nl/aanbod/vrijstaande-woning-ringoven-28-overloon,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Vrijdag & De Bekker makelaardij en hypotheekwinkel,http://www.vrijdag-debekker.nl,vrijdag-debekker.nl,Land Van Cuijk,Land van Cuijk,Land van Cuijk,Land Van Cuijk,alias,,Noord-Brabant,http://www.vrijdag-debekker.nl/aanbod/woningaanbod/boxmeer/koop/huis-10226692-Adriaen-Brouwerstraat-15,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Aarden Makelaardij,http://www.aardenmakelaardij.nl,aardenmakelaardij.nl,Landerd,Maashorst,Maashorst,Landerd,former_gemeente,,Noord-Brabant,http://www.aardenmakelaardij.nl/aanbod/woningaanbod/zeeland/koop/huis-10099206-Molenstraat-53,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Bernheze Makelaars & Adviseurs B.V.,http://www.bernheze.nl,bernheze.nl,Landerd,Maashorst,Maashorst,Landerd,former_gemeente,,Noord-Brabant,http://www.bernheze.nl/aanbod/wonen,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Derks Makelaardij,http://www.derksmakelaardij.nl,derksmakelaardij.nl,Landerd,Maashorst,Maashorst,Landerd,former_gemeente,,Noord-Brabant,http://www.derksmakelaardij.nl/aanbod/woningaanbod/uden/koop/huis-9950642-Muziekplein-108,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Hans Janssen Makelaars B.V.,http://www.hansjanssen.nl,hansjanssen.nl,Landerd,Maashorst,Maashorst,Landerd,former_gemeente,,Noord-Brabant,https://www.hansjanssen.nl/makelaars/verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaardij & Taxatieburo Th.  v. Casteren,http://www.vancasteren.nl,vancasteren.nl,Landerd,Maashorst,Maashorst,Landerd,former_gemeente,,Noord-Brabant,https://www.vancasteren.nl/woningen/te-koop-herpen-kapelakker-2,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,60,suspect,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaardij Ton van Lanen & Partner,http://www.vanlanen.nl,vanlanen.nl,Landerd,Maashorst,Maashorst,Landerd,former_gemeente,,Noord-Brabant,http://www.vanlanen.nl/aanbod/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Petterson Makelaardij & Taxaties o.g.,http://www.petterson.nl,petterson.nl,Landerd,Maashorst,Maashorst,Landerd,former_gemeente,,Noord-Brabant,http://www.petterson.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,60,suspect,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van de Ven Garantiemakelaars,http://www.vandevengarantiemakelaars.nl,vandevengarantiemakelaars.nl,Landerd,Maashorst,Maashorst,Landerd,former_gemeente,,Noord-Brabant,http://www.vandevengarantiemakelaars.nl/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van der Krabben Makelaardij Uden B.V.,http://www.krabben.nl,krabben.nl,Landerd,Maashorst,Maashorst,Landerd,former_gemeente,,Noord-Brabant,https://www.krabben.nl/wonen/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van der Loo Makelaardij o.z.,http://www.vanderloomakelaardij.nl,vanderloomakelaardij.nl,Landerd,Maashorst,Maashorst,Landerd,former_gemeente,,Noord-Brabant,http://www.vanderloomakelaardij.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van Lanen Woning- en Bedrijfsmakelaardij B.V.,http://www.vanlanenmakelaardij.nl,vanlanenmakelaardij.nl,Landerd,Maashorst,Maashorst,Landerd,former_gemeente,,Noord-Brabant,http://www.vanlanenmakelaardij.nl/woningaanbod/koop/uden/bosschebaan-64-uden,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaardij Bertens B.V.,http://www.makelaardijbertens.nl,makelaardijbertens.nl,Loon Op Zand,Loon op Zand,Loon op Zand,Loon Op Zand,alias,,Noord-Brabant,http://www.makelaardijbertens.nl/aanbod/woningaanbod/loon-op-zand/koop/huis-10154338-Hoge-Steenweg-130,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Aarden Makelaardij,http://www.aardenmakelaardij.nl,aardenmakelaardij.nl,Maashorst,Maashorst,Maashorst,Maashorst,current_gemeente,,Noord-Brabant,http://www.aardenmakelaardij.nl/aanbod/woningaanbod/zeeland/koop/huis-10099206-Molenstraat-53,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Bernheze Makelaars & Adviseurs B.V.,http://www.bernheze.nl,bernheze.nl,Maashorst,Maashorst,Maashorst,Maashorst,current_gemeente,,Noord-Brabant,http://www.bernheze.nl/aanbod/wonen,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Derks Makelaardij,http://www.derksmakelaardij.nl,derksmakelaardij.nl,Maashorst,Maashorst,Maashorst,Maashorst,current_gemeente,,Noord-Brabant,http://www.derksmakelaardij.nl/aanbod/woningaanbod/uden/koop/huis-9950642-Muziekplein-108,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Hans Janssen Makelaars B.V.,http://www.hansjanssen.nl,hansjanssen.nl,Maashorst,Maashorst,Maashorst,Maashorst,current_gemeente,,Noord-Brabant,https://www.hansjanssen.nl/makelaars/verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaardij & Taxatieburo Th.  v. Casteren,http://www.vancasteren.nl,vancasteren.nl,Maashorst,Maashorst,Maashorst,Maashorst,current_gemeente,,Noord-Brabant,https://www.vancasteren.nl/woningen/te-koop-herpen-kapelakker-2,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,60,suspect,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaardij Ton van Lanen & Partner,http://www.vanlanen.nl,vanlanen.nl,Maashorst,Maashorst,Maashorst,Maashorst,current_gemeente,,Noord-Brabant,http://www.vanlanen.nl/aanbod/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Petterson Makelaardij & Taxaties o.g.,http://www.petterson.nl,petterson.nl,Maashorst,Maashorst,Maashorst,Maashorst,current_gemeente,,Noord-Brabant,http://www.petterson.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,60,suspect,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van de Ven Garantiemakelaars,http://www.vandevengarantiemakelaars.nl,vandevengarantiemakelaars.nl,Maashorst,Maashorst,Maashorst,Maashorst,current_gemeente,,Noord-Brabant,http://www.vandevengarantiemakelaars.nl/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van der Krabben Makelaardij Uden B.V.,http://www.krabben.nl,krabben.nl,Maashorst,Maashorst,Maashorst,Maashorst,current_gemeente,,Noord-Brabant,https://www.krabben.nl/wonen/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van der Loo Makelaardij o.z.,http://www.vanderloomakelaardij.nl,vanderloomakelaardij.nl,Maashorst,Maashorst,Maashorst,Maashorst,current_gemeente,,Noord-Brabant,http://www.vanderloomakelaardij.nl/aanbod/woningaanbod/koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van Lanen Woning- en Bedrijfsmakelaardij B.V.,http://www.vanlanenmakelaardij.nl,vanlanenmakelaardij.nl,Maashorst,Maashorst,Maashorst,Maashorst,current_gemeente,,Noord-Brabant,http://www.vanlanenmakelaardij.nl/woningaanbod/koop/uden/bosschebaan-64-uden,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Aarden Makelaardij,http://www.aardenmakelaardij.nl,aardenmakelaardij.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,http://www.aardenmakelaardij.nl/aanbod/woningaanbod/zeeland/koop/huis-10099206-Molenstraat-53,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
De Koning Makelaardij B.V.,http://www.dekoningmakelaardij.nl,dekoningmakelaardij.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,http://www.dekoningmakelaardij.nl/aanbod/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
De Plaatselijke Makelaar Rob van de Laar B.V.,https://www.dpmrobvandelaar.nl,dpmrobvandelaar.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,https://www.dpmrobvandelaar.nl/stille-verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Derks Makelaardij,http://www.derksmakelaardij.nl,derksmakelaardij.nl,Meierijstad,Meierijstad,Meierijstad,Meierijstad,current_gemeente,,Noord-Brabant,http://www.derksmakelaardij.nl/aanbod/woningaanbod/uden/koop/huis-9950642-Muziekplein-108,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
